energy_diff
1261533
1180050
579955
1390194
1455441
1636653
1299008
1575680
2421991
1270443
1374752
1393735
1221859
1466977
1614192
1000364
1496700
1497311
1015073
1455501
1407345
1052183
1349423
1472774
1223508
1413204
1497250
1256771
1263974
1358945
1404720
1458981
1565547
1224241
1244564
1616268
1409786
1288999
1565364
1208432
1337643
1539852
1279599
1282040
1503964
1308224
1282589
1605038
1158993
1251462
1423825
1551448
1074338
1419369
1535885
1085568
1491513
1381466
1034848
1251157
1328671
1029111
1302853
1522640
1271664
1393124
1490292
1329769
1237729
1467648
1597347
1463558
1434200
1319516
1127500
1721309
1337154
1166440
1523556
1552181
1073972
1445431
1577816
1052914
1435116
1463681
1066525
1384457
1577816
1237240
1342526
1445980
1271360
1285458
1602413
1292721
1236447
1353512
1421444
1288449
1468441
1342221
1133115
1368404
1642879
972959
1520077
1557125
1043698
1340634
1568661
1116879
1351681
1585873
1383907
1288876
1385129
1313717
1310055
1435116
1382809
1123105
1388546
1645382
985227
1718623
1686336
1237302
1483578
1593135
1053648
1434200
1456112
1070005
1325252
1558956
1167966
1315243
1521176
1245297
1429562
1691340
1217221
1304868
1478206
1128232
1330930
1359554
1482601
1299619
1359737
1420102
1146054
1400875
1538387
1242368
1455624
1338070
1155453
1372861
1556392
1119992
1346921
1325924
1068479
1333676
1666927
1071103
1336056
1492977
1328122
1606746
1745357
1308834
1255307
1391598
963926
1336667
1506099
1083860
1470699
1396115
1236752
1298764
1521785
1287534
1279904
1503414
1224972
1244687
1674861
1312497
1257199
1399349
1366025
1194455
1392391
1459408
1081174
1572506
1604671
1121030
1319332
1562252
1040586
1346310
1459835
1070920
1310788
1604366
1181210
1223935
1450253
1413265
1374020
1534664
1205502
1267453
1379025
1544185
1099302
1481136
1343258
1171750
1562679
1851924
1165769
1268673
1429379
1384701
1429379
1358639
1068051
1394345
1629146
1108030
1380001
1453976
931150
1421383
1424374
1144101
1186947
1506161
1474850
1266598
1342709
1228818
1155209
1392269
1537106
1067990
1427975
1484066
997251
1374264
1570919
1049680
1427792
1531795
1223080
1296018
1470211
1395748
1350460
1439755
1307553
1278256
1567257
1199093
1364865
1479549
1318356
1367306
1340451
1375546
1231991
1440365
1541683
1066526
1393612
1358578
1111387
1378170
1482418
979917
1343929
1619747
1072324
1433590
1526242
1063595
1380673
1454464
1315549
1216305
1427181
1562924
1160214
1369503
1420834
1134397
1489864
1533749
984372
1437191
1400692
1091184
1365658
1759334
1078794
1600521
1549251
985898
1325131
1677791
1235532
1278378
1570369
1012083
1377377
1734797
1143247
1424557
1557186
1384457
1407833
1603695
1232663
1298519
1628475
1240903
1356441
1442929
1456173
1309628
1378109
1207150
1222165
1437924
1568782
1103940
1436581
1386349
1191403
1372617
1476863
1212033
1354672
1415829
1084592
1429806
1544613
950742
1401242
1392818
1079953
1323728
1521541
1234616
1369259
1417355
1221738
1297176
1666805
1175412
1418759
1439083
1222958
1377438
1416928
1184933
1303891
1524837
1355527
1319088
1568966
1202878
1271481
1586544
1262814
1283749
1838008
1409298
1334835
1434201
1052182
1388424
1504513
1219846
1390377
1348873
1252134
1316952
1483822
1311459
1289791
1613583
1381710
1271481
1578853
1371579
1387631
1458309
1239377
1298336
1593258
1347469
1272458
1504757
1176999
1508053
1471920
1211484
1374325
1487423
1397457
1372616
1377255
1193539
1283627
1954646
1356869
1303403
1587825
1314511
1364010
1325619
1258359
1292111
1575741
1207272
1351193
1451717
1291501
1395504
1297909
1340085
1288326
1624691
1239438
1365292
1514095
1111386
1494992
1612544
1115842
1378293
1531795
2009211
3000359
2065973
1465939
1398800
1057920
1380184
1456295
1280576
1324520
1441281
1308529
1282345
1416073
1403134
1169553
1360714
1476559
1154660
1433529
1353451
1187070
1434688
1684750
1196835
1621883
1823421
1358944
1541683
1367672
1420590
1713191
1321591
1400326
1549984
1160092
1341366
1446164
1203610
1301937
1642941
1312862
1477719
1546627
1166806
1469173
1507992
1171201
1312679
1575070
1302792
1470394
1329281
1232602
1447750
1534359
1273923
1345455
1486508
1250240
1372006
1569698
1202085
1417843
1681758
1337277
1724971
1520870
1201413
1351803
1662472
1008054
1638545
1894039
1087216
1294430
1423947
920896
1351620
1543331
1056516
1368038
1452755
1300351
1279721
1538631
1071775
1366818
1411739
1338376
1162289
1431942
1486996
1191830
1429135
1415096
1163572
1511531
1540402
1094357
1425168
1445736
1133420
1438472
1560910
1428951
1793819
1561214
1535457
1397214
1264218
1301632
1514339
1251645
1469296
1511592
1463254
1275448
1483456
1292294
1312008
1249814
1424129
1029050
1468686
1599300
1229977
1455807
1409298
1206052
1396664
1407100
1017332
1470516
1661678
1125852
1364559
1464474
936399
1349789
1628719
1051938
1334530
1566952
1127133
1375607
1384396
1284543
1275875
1435055
1416378
1221677
1351010
1383053
1096127
1308774
1545528
1095212
1378353
1675228
1132566
1395992
1837703
1554561
1358273
1478695
1182492
1511288
1550289
1143979
1426449
1441586
1136044
1399899
1416439
944578
1356381
1501949
1235226
1365963
1423276
1110837
1293820
1457943
1361874
1108578
1363278
1544491
1162655
1432980
1337094
978147
1373104
1534359
1108457
1319759
1449399
1225338
1386044
1368466
1268612
1363217
1486507
1226987
1263363
1367551
1351864
1229733
1399044
1547726
1125974
1432430
1657466
1137693
1384091
1484005
1009274
1454647
1490780
1007871
1326962
1504696
1070798
1367672
1542965
1112607
1300412
1537044
1311276
1224912
1394039
1454403
1277035
1439633
1439999
1155270
1444027
1566525
1140316
1509884
1498532
1001096
1437923
1452023
1057920
1382320
1594051
1196103
1358334
1436825
1313717
1435849
1469173
1205686
1452816
1451534
1338864
1378048
1515316
1258115
1288448
1628964
1587459
1111874
1323483
1537594
1155942
1324398
1476986
1075315
1375363
1620174
1111935
1348691
1441830
1013242
1499202
1502926
1157346
1322689
1337949
1289425
1373593
1455990
1195980
1353879
1471248
1331601
1293088
1498409
1459957
1278744
1406613
1281796
1164487
1388973
1473629
1090024
1371335
1440853
1184506
1319638
1578853
987608
1363460
1412656
991513
1387448
1566158
1106503
1436215
1400082
1079404
1387081
1676265
1178647
1209043
1544002
1153562
1464046
1608455
1160215
1296078
1454220
1260617
1274838
1510250
1370297
1234371
1416318
1316280
1331845
1425656
1421993
1299191
1355038
1432980
1228879
1472652
1524410
1133237
1391964
1368283
1189511
1368100
1528621
1007200
1354916
1377438
1015195
1400021
1581661
1056088
1382565
1511898
1179074
1379147
1498959
1329891
1295834
1663997
1359372
1272763
1435726
1225827
1232358
1427669
1417538
1205869
1404415
1532711
1080930
1577877
1555416
1176205
1357419
1503353
1234249
1367856
1418758
952146
1348264
1692561
1043882
1478695
1465328
1009397
1424496
1666621
1353696
1305538
1520992
1244931
1345029
1541683
1219052
1345699
1432248
1532467
1105832
1288021
1439694
1005551
1411984
1493771
1094540
1457150
1382626
1261776
1269773
1499385
1560360
1195981
1435543
1435849
1102597
1675411
1537593
1229062
1449154
1609554
1147641
1437680
1419552
1133298
1548335
1547421
1050229
1451168
1452450
1001584
1388974
1573665
1111020
1294614
1529598
1465145
1674739
1764766
1378171
1512935
1533200
1015683
1328915
1734920
1162900
1395809
1452389
1202939
1355953
1518368
1357846
1263363
1564388
1286923
1237790
1593624
1494076
1294369
1468807
1294064
1089414
1593807
1415157
1197019
1422726
1401730
1140744
1360958
1321774
954465
1399411
1591121
1062314
1376462
1441280
1217282
1393551
1442868
1246396
1243099
1501767
1454464
1156857
1429501
1367855
1146360
1408870
