energy_diff
863096
1145199
1164121
1342648
1424984
946714
946348
982236
946103
975096
1105160
899412
976865
942869
1027585
955381
945676
1048154
889036
1029905
939573
905210
1052548
956785
975095
953001
970334
999082
977720
935361
943845
1045408
949826
1038389
945737
1025205
933103
977964
959165
961057
1036863
958554
918455
998472
989987
982114
1023313
983213
1026181
1053281
1144895
1004331
938840
977598
976255
982358
948240
969053
954038
1044919
955808
935300
961240
933592
919675
956358
950009
964720
989011
1114682
892454
1043515
934446
959043
976438
885862
1097287
971006
966062
966672
1025571
998899
1032956
1042112
976743
1025388
1028501
1026364
894652
929624
988583
947264
964719
932248
978208
875609
967709
986997
952146
976805
940000
944699
931639
956357
977903
938291
975705
1005979
1057798
938840
969114
993345
923032
952817
921812
1041684
949339
1057675
946531
964841
1049497
881345
1027708
939450
995847
927794
1080136
944517
959897
1067502
1006833
984129
927671
979123
931455
972471
935972
1054501
975767
942930
964719
943784
1016904
1008421
1000546
918272
959470
1061094
945981
927000
990109
996153
936460
944089
1110959
971677
960630
1019163
1015073
974057
985349
1017271
865964
1019773
1034909
979978
934690
993772
929807
879026
1118162
962583
1044431
947934
1026426
907163
1034909
1029722
965391
942746
984556
1005185
1045652
1074765
1143125
1198361
955320
1018491
960141
967161
969114
972043
938230
1055112
915098
977170
977720
957334
957761
944517
1048337
881284
1041562
1065794
915097
1029417
960935
990354
880063
1124204
968320
1057798
973996
986448
979123
873411
1051755
951170
1052060
952757
969724
1109799
968748
1077084
940550
994199
891050
984494
935850
1123044
962644
1045957
1015317
961179
937742
933225
990537
950498
918211
928098
973203
996335
1049375
1016172
941526
979001
866575
1015744
918394
989499
996275
1018674
945920
934507
990293
1017637
1013120
933347
988828
934873
959409
989622
1026608
973753
936216
964169
932737
985899
951047
1055478
992307
1026426
955503
944761
944455
921507
1010312
920042
1066952
948728
929258
993162
1018003
1038937
942869
967954
932615
984983
931272
986142
1239987
1238584
1112423
936522
948911
1060422
939206
954038
949522
961667
876097
968808
1060483
892881
991331
946653
962705
938047
952512
983579
876279
998838
953489
1038388
914427
1047605
1030331
1140317
1107847
942563
898130
933714
1096799
1004880
943235
971921
862241
1020689
965818
965329
983823
997373
1000852
930906
975950
970456
964475
971983
946713
1068601
1018858
960690
959837
968259
943540
947813
1024472
949766
1042294
960508
960264
935972
966001
962705
922910
1069821
941160
978452
1000730
965452
981687
942746
1075498
872617
995542
952451
962034
941465
936521
1046750
951658
975705
953062
937070
1024290
1024045
983945
871153
956723
1020139
863462
1017698
1023923
996519
955686
943723
963742
938231
1003964
1023435
964170
983762
923582
882017
981137
1103269
975644
1020872
1045529
880979
1034361
1008847
970701
1037717
984067
975400
883909
1076902
1024167
1063352
981321
1028195
963194
935361
959287
872556
1052366
941099
959958
1043210
941282
970701
940061
976071
1062986
858762
961546
1009336
1008664
1044126
948545
971616
937131
995847
952574
976071
1001035
948179
1029111
863401
948728
1002683
1029417
1000241
936155
1073423
933225
995786
928403
969785
1025938
1040158
1264645
1053647
930845
1018735
1046568
871152
1055051
943723
998594
922666
1025754
1028013
943540
952207
949033
1025388
903806
1056150
1009214
882871
1033811
1090817
1073423
1280514
1084653
1197629
1149289
1081418
1190488
1120480
1177427
1154049
1147031
1097898
1183651
1096311
1180173
966367
1029660
1003294
1049252
961790
1041074
941831
948728
974363
936826
994138
989866
1022885
942076
952695
959775
1065671
1055845
939695
953611
980039
944943
999571
1034604
950315
923642
967344
1034604
890074
1050656
961546
897947
1026303
874998
1077512
960752
1031308
944029
952573
961118
999692
971006
929807
1031919
982114
1064756
948423
939694
1040830
887693
1067197
934141
1101682
1008786
958738
951597
948728
1054562
941770
997434
1018858
1025754
946531
1054440
947019
1035032
955869
972593
1054257
953367
977292
943785
941831
942075
1019834
972776
1024167
883909
1018308
923276
1019285
963132
864317
999143
979367
947019
1018430
891477
964659
941648
996640
952634
946592
960569
1364376
1048216
958371
964597
990965
936643
962888
