sample_id,energy_uj
0,124505
1,125922
2,122922
3,126689
4,167652
5,132963
6,127955
7,127874
8,125286
9,127295
10,122688
11,122574
12,123402
13,123201
14,126235
15,128369
16,125444
17,126630
18,127031
19,128510
20,130324
21,128477
22,131755
23,127433
24,150416
25,147573
26,127116
27,125994
28,136207
29,132198
30,129104
31,122692
32,126155
33,128179
34,127899
35,137562
36,140972
37,130994
38,127144
39,124279
40,127088
41,125389
42,128907
43,126477
44,124375
45,165173
46,130086
47,124276
48,121378
49,119291
50,125010
51,122624
52,122586
53,120042
54,121249
55,131063
56,121302
57,121622
58,123688
59,126776
60,123954
61,121826
62,123066
63,122690
64,123802
65,155751
66,134707
67,129998
68,125160
69,127302
70,130278
71,131855
72,127012
73,128339
74,126983
75,127864
76,131313
77,128164
78,127215
79,131137
80,128628
81,129420
82,129144
83,136175
84,127769
85,131333
86,172279
87,133501
88,129917
89,130447
90,126410
91,130784
92,130322
93,129567
94,131400
95,129803
96,132816
97,136766
98,132302
99,132440
100,132126
101,129012
102,129014
103,130070
104,134166
105,129675
106,173406
107,133013
108,132587
109,131915
110,132039
111,130801
112,131186
113,129241
114,126988
115,129664
116,128345
117,130028
118,132023
119,131826
120,134149
121,130533
122,132482
123,129980
124,134343
125,128377
126,129267
127,171527
128,132698
129,132391
130,140079
131,130779
132,134013
133,131400
134,127372
135,127475
136,125897
137,129603
138,132873
139,129067
140,131043
141,130366
142,131356
143,133977
144,130770
145,131790
146,126671
147,168048
148,145170
149,133922
150,128846
151,125200
152,130293
153,130475
154,129359
155,128076
156,131061
157,129147
158,129752
159,132509
160,127979
161,131909
162,128719
163,131051
164,129009
165,132491
166,127167
167,129504
168,173106
169,145025
170,143101
171,128721
172,130981
173,130417
174,126609
175,126835
176,124308
177,124625
178,123392
179,131579
180,127775
181,129599
182,129816
183,126216
184,128314
185,129398
186,128490
187,127098
188,174149
189,134304
190,131735
191,137770
192,129456
193,128085
194,129979
195,127949
196,127305
197,130247
198,128480
199,129036
200,131741
201,129223
202,131812
203,129130
204,127681
205,129705
206,133818
207,128233
208,143751
209,155814
210,133177
211,130262
212,126304
213,129596
214,129854
215,125153
216,124900
217,128351
218,126002
219,128383
220,130311
221,127212
222,125497
223,129041
224,125914
225,128154
226,131314
227,124968
228,124786
229,168561
230,127167
231,133959
232,138549
233,128687
234,128942
235,129691
236,127778
237,127071
238,125410
239,124626
240,124814
241,129350
242,127188
243,127592
244,127460
245,128483
246,127662
247,128460
248,126219
249,149306
250,148270
251,132817
252,129930
253,126876
254,130765
255,132902
256,128210
257,129035
258,147127
259,127292
260,128936
261,131661
262,127739
263,133358
264,138176
265,131312
266,139460
267,133026
268,129059
269,128312
270,173978
271,132252
272,133781
273,130516
274,129312
275,130133
276,131405
277,130026
278,128228
279,129577
280,131365
281,128024
282,131548
283,132854
284,126267
285,128892
286,129078
287,139383
288,130277
289,128950
290,149076
291,147489
292,138777
293,130471
294,126943
295,133266
296,134570
297,127406
298,125520
299,126481
300,127783
301,128868
302,126183
303,129945
304,129879
305,128336
306,127298
307,131026
308,134481
309,129604
310,129029
311,170475
312,130198
313,133259
314,129022
315,130078
316,129407
317,131041
318,129835
319,129012
320,131304
321,129697
322,128994
323,130999
324,128552
325,126979
326,126973
327,128843
328,133675
329,127799
330,125970
331,163748
332,135308
333,134095
334,140875
335,128040
336,132507
337,131652
338,130989
339,133235
340,133353
341,131832
342,130252
343,129659
344,132993
345,131842
346,130449
347,128542
348,131426
349,131628
350,127260
351,128582
352,170466
353,132779
354,133558
355,128889
356,127453
357,132264
358,129070
359,128749
360,133455
361,125778
362,128788
363,128341
364,134473
365,133713
366,129987
367,130161
368,131196
369,134790
370,127827
371,129873
372,171499
373,128038
374,135198
375,129806
376,138884
377,131794
378,134391
379,128146
380,128365
381,136724
382,129205
383,130662
384,134086
385,132809
386,135021
387,129407
388,128463
389,130494
390,132853
391,129266
392,130239
393,173669
394,133950
395,137278
396,132215
397,131349
398,135046
399,130584
400,129193
401,129220
402,129205
403,130129
404,129380
405,133491
406,130015
407,125897
408,129921
409,131191
410,135308
411,124456
412,126856
413,170082
414,128604
415,133553
416,129326
417,129724
418,132954
419,131475
420,129308
421,128168
422,127029
423,128930
424,126055
425,124435
426,130049
427,131364
428,127510
429,130108
430,129924
431,132964
432,126359
433,127487
434,169908
435,127856
436,141869
437,123474
438,124396
439,127366
440,126311
441,126786
442,128221
443,126097
444,126823
445,125754
446,126660
447,130976
448,129102
449,127546
450,126929
451,132384
452,126763
453,126495
454,165483
455,125176
456,135259
457,123976
458,124273
459,125887
460,127827
461,125991
462,127479
463,127122
464,126790
465,125222
466,128710
467,131952
468,135143
469,135080
470,130625
471,127484
472,131956
473,127247
474,138518
475,161027
476,133060
477,144091
478,129561
479,130051
480,140289
481,129431
482,126738
483,128152
484,128679
485,130649
486,128069
487,130998
488,131972
489,125235
490,123209
491,126904
492,132626
493,125999
494,126074
495,169283
496,128215
497,130656
498,129404
499,127977
