sample_id,energy_uj
0,132044
1,129709
2,130102
3,133327
4,130878
5,129967
6,132390
7,177199
8,133709
9,129604
10,132801
11,129503
12,129141
13,131641
14,130763
15,131108
16,129630
17,128671
18,131332
19,129434
20,134377
21,135360
22,130839
23,132901
24,132266
25,132821
26,129640
27,168680
28,139337
29,128779
30,132077
31,125911
32,127748
33,131286
34,131522
35,127488
36,128660
37,129055
38,128453
39,127281
40,127812
41,131370
42,125488
43,128210
44,128210
45,128677
46,131376
47,130751
48,174633
49,129149
50,131504
51,133333
52,128981
53,129750
54,128517
55,128006
56,130198
57,127795
58,128006
59,130312
60,126491
61,129395
62,127800
63,127535
64,130773
65,129357
66,131207
67,129601
68,172038
69,126674
70,124197
71,130083
72,128032
73,127867
74,128675
75,137361
76,131627
77,127420
78,129674
79,128433
80,128815
81,129989
82,131809
83,131396
84,131428
85,131740
86,134440
87,129914
88,131088
89,174210
90,128011
91,129410
92,138248
93,128778
94,129316
95,130070
96,129907
97,130160
98,129295
99,122582
100,124408
101,127693
102,131771
103,127770
104,127786
105,130565
106,128790
107,125285
108,124237
109,175901
110,128394
111,128866
112,129335
113,133986
114,127607
115,130974
116,128731
117,133057
118,127949
119,129489
120,128126
121,129475
122,129925
123,132749
124,130446
125,128952
126,132573
127,130161
128,129852
129,133742
130,178223
131,131953
132,131851
133,135179
134,133113
135,132709
136,135956
137,129664
138,135297
139,130933
140,132060
141,130582
142,129999
143,131520
144,130954
145,128395
146,130930
147,128959
148,128081
149,128120
150,176416
151,128032
152,129985
153,129800
154,132891
155,130289
156,129697
157,129739
158,129738
159,127297
160,130874
161,129565
162,128896
163,125644
164,131301
165,129813
166,128256
167,130566
168,127920
169,126738
170,139476
171,164197
172,125331
173,128459
174,131711
175,127991
176,126046
177,135143
178,137102
179,134016
180,130339
181,127759
182,130874
183,126808
184,126964
185,130056
186,127033
187,127910
188,127089
189,123528
190,128489
191,176233
192,126832
193,129191
194,128071
195,129152
196,128691
197,126860
198,130746
199,134191
200,127100
201,127083
202,127601
203,137036
204,128851
205,133967
206,128102
207,125028
208,129996
209,129067
210,128088
211,164795
212,142197
213,131777
214,127404
215,131307
216,129388
217,127895
218,131802
219,127951
220,129569
221,126849
222,127228
223,130945
224,128497
225,132308
226,127931
227,127740
228,129268
229,131610
230,129288
231,130262
232,175025
233,128383
234,129815
235,127876
236,135983
237,129608
238,131844
239,129255
240,131518
241,130761
242,129930
243,129828
244,128798
245,127844
246,132391
247,127493
248,137529
249,138212
250,131516
251,131940
252,179094
253,131312
254,130192
255,128325
256,133271
257,129190
258,132128
259,129446
260,130353
261,131974
262,127762
263,127361
264,129833
265,129589
266,137034
267,132518
268,130423
269,139282
270,131666
271,128096
272,128776
273,175952
274,132136
275,133728
276,129185
277,137147
278,129256
279,131837
280,138231
281,132393
282,129711
283,128290
284,128300
285,131117
286,131490
287,132305
288,128906
289,129280
290,133906
291,130317
292,127342
293,176853
294,128617
295,129241
296,129696
297,132621
298,130125
299,130416
300,130336
301,130506
302,130893
303,132013
304,129479
305,128943
306,125816
307,127116
308,128550
309,129136
310,131669
311,131185
312,126681
313,145223
314,172818
315,132798
316,131189
317,133489
318,132563
319,129528
320,128160
321,129642
322,131086
323,128259
324,129667
325,126947
326,131837
327,128770
328,134482
329,127480
330,128589
331,127994
332,127877
333,125246
334,174032
335,127732
336,129120
337,130023
338,138040
339,129857
340,130454
341,130924
342,133925
343,132427
344,130291
345,130239
346,132491
347,129429
348,131333
349,132968
350,129199
351,131050
352,128780
353,126237
354,141318
355,160891
356,128826
357,128849
358,129334
359,134608
360,132115
361,141503
362,132936
363,137217
364,134011
365,131954
366,130656
367,131053
368,132049
369,133853
370,130972
371,129179
372,132711
373,131421
374,131574
375,179797
376,131768
377,130199
378,133486
379,130144
380,137384
381,133918
382,145783
383,131865
384,130660
385,129446
386,129088
387,130841
388,129950
389,136735
390,136387
391,132989
392,131211
393,130130
394,132737
395,147720
396,163344
397,129575
398,129153
399,128345
400,135424
401,129689
402,130234
403,126423
404,129851
405,127567
406,127023
407,128129
408,129607
409,129166
410,131185
411,131981
412,130869
413,133220
414,130619
415,133953
416,184523
417,128147
418,130568
419,128165
420,128492
421,132336
422,132743
423,131505
424,133661
425,131377
426,131556
427,128601
428,128953
429,129418
430,127531
431,132519
432,129130
433,128821
434,130602
435,134448
436,156207
437,147935
438,131951
439,130715
440,130154
441,136140
442,132712
443,130703
444,133031
445,136709
446,132446
447,132615
448,133298
449,135454
450,133054
451,132137
452,134338
453,138476
454,133192
455,134818
456,133757
457,174650
458,129832
459,128766
460,129664
461,127426
462,130679
463,130638
464,127311
465,132551
466,128120
467,129826
468,127971
469,127819
470,130228
471,131899
472,132595
473,128860
474,126246
475,129974
476,127706
477,162427
478,142322
479,130077
480,128454
481,127396
482,133127
483,129697
484,137573
485,126678
486,129806
487,128635
488,127964
489,130406
490,131486
491,130046
492,127930
493,132089
494,130461
495,131357
496,128427
497,133772
498,175286
499,128325
