sample_id,energy_uj
0,126303
1,129484
2,129032
3,131475
4,129233
5,128680
6,129904
7,134701
8,129402
9,127690
10,130392
11,130732
12,131576
13,152824
14,160952
15,126849
16,132053
17,127121
18,124993
19,130015
20,128594
21,128931
22,128467
23,133214
24,130331
25,130214
26,128982
27,128895
28,131735
29,127302
30,127692
31,129432
32,132796
33,129910
34,175078
35,130998
36,133592
37,129772
38,130153
39,128574
40,128932
41,129609
42,130976
43,130185
44,133287
45,129675
46,130662
47,129700
48,132787
49,127261
50,128438
51,128358
52,129344
53,128523
54,148473
55,151004
56,128885
57,130349
58,126895
59,123287
60,121208
61,124678
62,124602
63,125724
64,128504
65,135913
66,125153
67,123777
68,125024
69,124973
70,120947
71,118837
72,117449
73,120652
74,120351
75,165606
76,119902
77,122270
78,120500
79,120010
80,119897
81,122480
82,122598
83,131810
84,126779
85,128268
86,123647
87,125348
88,123677
89,128166
90,120365
91,124636
92,121425
93,125827
94,133512
95,155864
96,139747
97,121751
98,158630
99,125692
100,131218
101,124556
102,123268
103,129375
104,126160
105,125267
106,126541
107,128019
108,127287
109,125787
110,124120
111,123007
112,119700
113,121974
114,125944
115,125085
116,164733
117,124675
118,126514
119,126729
120,127014
121,133157
122,133667
123,130129
124,127095
125,126141
126,124296
127,127894
128,124867
129,130430
130,130938
131,126554
132,128171
133,125974
134,130333
135,127899
136,160239
137,139417
138,127429
139,133039
140,126887
141,126172
142,127822
143,136292
144,128292
145,128143
146,127786
147,125723
148,128221
149,127703
150,132395
151,125653
152,125242
153,127037
154,126680
155,129985
156,125460
157,167263
158,128394
159,127959
160,130370
161,122014
162,122526
163,124261
164,121249
165,125477
166,121771
167,119761
168,128074
169,123368
170,119878
171,124788
172,120262
173,121190
174,123455
175,126393
176,138141
177,166060
178,127063
179,123483
180,129261
181,122100
182,119602
183,125025
184,121492
185,119770
186,121964
187,122371
188,119355
189,121578
190,117855
191,127158
192,117674
193,121486
194,118775
195,121050
196,138513
197,124207
198,163121
199,118311
200,117879
201,124279
202,121456
203,121277
204,120482
205,124251
206,123978
207,121522
208,122738
209,122708
210,122202
211,121492
212,123610
213,119853
214,121290
215,121714
216,128414
217,120556
218,164859
219,127177
220,122053
221,126847
222,126553
223,126407
224,129548
225,126095
226,123386
227,122844
228,124480
229,122717
230,123900
231,123363
232,132375
233,121565
234,125121
235,121923
236,122875
237,122930
238,119418
239,167990
240,123987
241,122351
242,123331
243,118888
244,119407
245,121050
246,123182
247,126786
248,123641
249,120193
250,121902
251,122002
252,123501
253,119299
254,116893
255,120142
256,119420
257,121681
258,126318
259,167325
260,123456
261,123423
262,121893
263,126360
264,122370
265,126421
266,124376
267,121248
268,124410
269,120406
270,118760
271,124984
272,125252
273,133669
274,126516
275,127397
276,134174
277,126408
278,125925
279,139850
280,153865
281,126194
282,126424
283,128301
284,124041
285,123909
286,129478
287,135693
288,139025
289,127756
290,125524
291,128716
292,129536
293,130444
294,126297
295,123896
296,125839
297,124261
298,132865
299,123878
300,163135
301,123712
302,121016
303,118338
304,125411
305,124111
306,123010
307,129590
308,120231
309,134272
310,122599
311,119487
312,120898
313,119791
314,126241
315,120253
316,120446
317,124714
318,123071
319,126932
320,144717
321,137549
322,118582
323,121704
324,125169
325,127131
326,125116
327,122725
328,123050
329,127887
330,128681
331,123334
332,122734
333,124595
334,126774
335,123632
336,122325
337,122371
338,120883
339,126438
340,125260
341,166056
342,123345
343,124107
344,122380
345,124882
346,123555
347,120499
348,126400
349,125979
350,124685
351,124562
352,123979
353,125443
354,124722
355,135034
356,123236
357,126844
358,127606
359,128143
360,128468
361,163198
362,134750
363,127668
364,127100
365,132760
366,127868
367,128597
368,128631
369,125157
370,126116
371,125332
372,124323
373,121980
374,128967
375,130906
376,128226
377,123666
378,126036
379,129778
380,127009
381,122397
382,166276
383,126298
384,124653
385,121589
386,122594
387,120593
388,123762
389,125128
390,121669
391,122219
392,121693
393,123383
394,122548
395,121236
396,129816
397,123257
398,128486
399,130668
400,132597
401,128541
402,162488
403,125720
404,126443
405,121926
406,124308
407,124420
408,123875
409,120669
410,120958
411,122485
412,124955
413,122534
414,119758
415,124904
416,128045
417,126378
418,134329
419,127008
420,128634
421,128950
422,126780
423,166201
424,123789
425,125085
426,124364
427,127391
428,122443
429,119107
430,120566
431,120163
432,123995
433,123040
434,127001
435,127583
436,125750
437,129990
438,121143
439,124567
440,124766
441,125310
442,128198
443,168464
444,125505
445,127888
446,126205
447,129439
448,204889
449,131819
450,128297
451,139855
452,150977
453,127793
454,127263
455,122165
456,128357
457,130955
458,127050
459,129062
460,126106
461,126628
462,133621
463,135922
464,162742
465,127399
466,126737
467,127713
468,125762
469,129890
470,129155
471,136534
472,128174
473,135118
474,128595
475,129601
476,131484
477,130672
478,127663
479,130827
480,131163
481,129178
482,132427
483,134387
484,171699
485,133638
486,139316
487,132271
488,132321
489,132294
490,133527
491,130581
492,128853
493,149716
494,136661
495,128598
496,129116
497,133212
498,133035
499,129254
